article_id,question,answer
13_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,Where did the South American delegate ask about the soldiers?,The South American delegate asked about the soldiers at Holyoke during the procession.
14_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,Who is George U. Tzschuck?,George U. Tzschuck is the secretary of the Lee Publishing Company.
15_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,What type of government do all the mentioned South American states have?,They all have republican systems of government.
16_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,Who is the secretary of the Silver Convention?,The secretary of the Silver Convention is the one responsible for organizing the event and managing its proceedings.
17_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,"What is described as ""a flushed cathedral"" in the context provided?",October is described as a flushed cathedral.
18_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,"What does the phrase ""the dividends will not materialize on these bubbles"" suggest about the situation being described?",It implies that investments or speculative ventures will not yield expected returns.
19_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,What is the popular sentiment in Connecticut regarding the liquor question?,The popular sentiment in Connecticut is in favor of dealing with the liquor question through restrictive license laws.
20_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,What was the initial action taken by the state legislature in 1852 regarding the number of judges?,The state legislature passed a law increasing the number of judges from one to two.
21_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,What committee has opened the subscription books for the World's Fair in New York?,The New York finance committee.
22_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,Where did the Democrats of Nebraska meet for their state convention?,In Nebraska.
23_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,What is the significance of Kemmler being safely locked up during the debate on electricity as a means of execution?,Kemmler was spared from potential harm or death by not being exposed to the risks associated with experimenting with live wires for execution.
24_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,What intellectual atmosphere is being described in Boston in this context?,"The intellectual atmosphere in Boston is enveloped in a dark, stormy cloud."
25_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,Who are some of the neighbors that have been generous to us this week?,"Frank Hunt, Bob Frost, Uncle Henry Brand, and Mrs. John Maxwell."
26_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,"Who pays his cook $1,000 annually?",Vanderbilt
28_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,What are London people directing their energies towards keeping out now?,Electric lights.
29_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,Why are important papers frequently missing from the county attorney's office in Chicago?,"The boodlers are likely to be behind the theft, aiming to seize more than a quarter of a million dollars in plunder."
30_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,How would you describe the military presence in your country?,"In our country, about one tenth of the able-bodied men are soldiers, and in large places like this, a man stands with a gun on every street corner."
31_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,What are the names of the high contracting parties in this context?,The Union Pacific and the Chicago Northwestern.
32_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,Who is being suggested as a potential candidate for coroner of Omaha?,Mike O. Maui is being suggested for coroner of Omaha.
33_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,Who was involved in the incident with the stove pipe falling down?,"Mr. Wattles, his wife, and their baby were involved."
34_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,"Who claimed ""heaven mover burns down"" in an appeal for contributions to rebuild his church?",Dr. Talmage
35_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,Who were the individuals comprising the all amor lea visitors?,"Warriors, statesmen, diplomats, editors, orators, and successful business men."
36_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,Why does Governor Warron urge Congress to adopt a more liberal policy in surveying public lands?,"Governor Warron believes that unsurveyed fields of oil, coal, and valuable timber are hindering investment and development."
38_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,"What does ""buige eyes"" refer to in the context?","""Buige eyes"" likely refers to the bright, expressive eyes of the character."
39_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,What is the significance of Canadian railways in shaping opinion about reciprocity with Canada in New England?,The Canadian railways are rapidly changing opinions on reciprocity with Canada in New England due to their impact on trade and economic relations.
42_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,Who are the democratic editors objecting to as commissioner on pensions?,Hon. Green B. Raum
43_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,What words could be used to describe the declining days of the double dealing dough faces?,"Dark, dreary, and dismal."
44_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,"Who is being described as the ""spindlelegged and brainless advocate of mob law"" in the given context?","Bill, the editor of the Glenrock Graphic."
46_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,What is the significance of the linkboy and his torch in comparison to the dangers of overhead electric wires?,"The linkboy and his torch symbolize the importance of traditional, human-centered methods of providing light, prioritizing safety and care over technological advancements that may pose risks."
49_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,What is the significance of Douglas County and Omaha having an unbroken record in the election of an undertaker to fill the office of coroner?,It ensures that even the poor and friendless individuals will receive a decent burial.
50_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,What was the subject of Rev. Morton's sermon on Sunday night at the pldffc county sentinel?,"The subject was ""Heli, or how is it."""
51_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,What is being emphasized in the message regarding the availability of The Bee on trains?,The message emphasizes that there is no excuse for failure to get The Bee on trains.
52_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,Who is the pension commissioner mentioned in the context?,General Raum.
55_1889-10-27_p8_sn99021999_00206539641_1889102701_0989,Who is suggested to focus their campaign on the eastern states?,Governor Hill is suggested to focus his campaign on the eastern states.
1_1889-07-27_p8_sn99021999_00206539641_1889072701_0169,Who resigned from the editorship of the Times newspaper and surrendered his entire interest in the property?,Mr. James West
2_1889-07-27_p8_sn99021999_00206539641_1889072701_0169,What is the purpose of the organized effort in New York mentioned in the context?,The effort is to secure an exposition commemorating the discovery of America.
3_1889-07-27_p8_sn99021999_00206539641_1889072701_0169,What scriptural quotation did the disgusted law students use?,"""Hang all the law and the profits."""
4_1889-07-27_p8_sn99021999_00206539641_1889072701_0169,Who were at the auditors office to register bond sets today?,"John E. Sherwin, Mayor, and Frank Dale Zell, City Attorney of Fremont."
5_1889-07-27_p8_sn99021999_00206539641_1889072701_0169,What is the main focus of the committee of one hundred citizens appointed by the mayor of Chicago?,"The committee's duty is to obtain subscriptions to fund, work up public interest, and advocate for Chicago's claims for the exposition."
6_1889-07-27_p8_sn99021999_00206539641_1889072701_0169,What is the focus of the impending annual exposition in Omaha?,The focus is on showcasing the commercial resources and manufacturing industries of Omaha.
7_1889-07-27_p8_sn99021999_00206539641_1889072701_0169,Who is the alleged instigator and leader of the proposed revolt among Republican members of Congress from the South?,Congressman Brewer of North Carolina.
8_1889-07-27_p8_sn99021999_00206539641_1889072701_0169,"What event occurred on August 27, 1889, involving the appraisers of the post office site?",The appraisers met and listened to a horde of claimants.
9_1889-07-27_p8_sn99021999_00206539641_1889072701_0169,What dangerous condition is Mary Anderson said to be suffering from according to the telegram?,A dangerous form of paresis.
10_1889-07-27_p8_sn99021999_00206539641_1889072701_0169,What amount of money is reported to have mysteriously disappeared from the treasury?,Four hundred and sixty-eight thousand dollars.
11_1889-07-27_p8_sn99021999_00206539641_1889072701_0169,What scandalous factor is causing disgust among the British democracy regarding the marriage of the daughter of the Prince of Wales?,"The expectation that the British taxpayer will have to fund the ""royal marriage grants"" for the wedding."
12_1889-07-27_p8_sn99021999_00206539641_1889072701_0169,Who was appointed as the guardian to take charge of Robert Glenn's affairs?,Richard Cunningham was appointed as Robert Glenn's guardian.
13_1889-07-27_p8_sn99021999_00206539641_1889072701_0169,When will the state board of transportation meet again?,"The state board of transportation will meet again on Monday, August 5th."
14_1889-07-27_p8_sn99021999_00206539641_1889072701_0169,What is the goal of improving and accelerating the free delivery system of the Omaha post office?,The goal is to ensure prompt delivery all over the city.
15_1889-07-27_p8_sn99021999_00206539641_1889072701_0169,Why is there a loud call for action from Congress regarding the duty on sugar?,There is a push to lessen the duty on sugar in order to break the power of the sugar monopoly.
16_1889-07-27_p8_sn99021999_00206539641_1889072701_0169,Why has woman suffrage not made progress in Montana according to the context?,Because every proposition to give women the right to vote and hold office has been met with a cold reception by delegates to the constitutional convention.
17_1889-07-27_p8_sn99021999_00206539641_1889072701_0169,Who were charged in the case of moral crookedness in Lancaster County?,"Sheridan Graves, James Sharp, Della Berry, Charles Doyle, and Gardiner Haynes."
18_1889-07-27_p8_sn99021999_00206539641_1889072701_0169,How many subscribers did the Republican claim to have drummed up at Lincoln?,Five hundred and fifty-one subscribers.
19_1889-07-27_p8_sn99021999_00206539641_1889072701_0169,What is the goal of the expedition mentioned in the passage?,"The goal of the expedition is to reach and photograph the arctic laurels, potentially even reaching the North Pole."
20_1889-07-27_p8_sn99021999_00206539641_1889072701_0169,What was George Fl. Hilton arrested for today?,"George Fl. Hilton, familiarly known as Judge Hilton, was arrested for uttering checks without having the money in the bank to cash them."
